id,split,age,education,default,balance,housing,loan,day,duration,campaign,pdays,previous,y,month_num,month_sin,month_cos,day_sin,day_cos,early_month,late_month,contact_intensity,avg_contact_duration,contacts_per_month,financial_stress,education_unknown,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,contact_telephone,contact_unknown,poutcome_other,poutcome_success,poutcome_unknown,season_spring,season_summer,season_winter,age_group,balance_group
670,labeled,30,3.0,0,48,0,1,31,11,17,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0,1,0.37494783565385637,0.6470588235294118,2.4285714285714284,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2
671,labeled,48,2.0,0,155,1,0,9,71,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9680771188662043,-0.2506525322587204,1,0,0.02732463295269168,71.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,2
672,labeled,54,3.0,0,1293,1,0,21,179,10,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.8978045395707417,-0.44039415155763423,0,1,0.2806726355324557,17.9,1.4285714285714286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3
675,labeled,30,3.0,0,0,1,0,18,756,1,-1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822,0,0,0.3066884176182708,756.0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
678,labeled,36,3.0,0,425,0,0,28,121,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,0,1,0.047716150081566065,121.0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,2
679,labeled,28,1.0,0,696,1,0,26,318,2,-1,0,0,6,1.2246467991473532e-16,-1.0,-0.8486442574947509,0.5289640103269624,0,1,0.15131454152281953,159.0,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,2
680,labeled,34,2.0,0,933,0,0,29,96,4,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.3943558551133187,0.9189578116202306,0,1,0.10728783337759398,24.0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,2
681,labeled,37,3.0,0,0,1,0,17,65,2,119,1,0,11,-0.5000000000000004,0.8660254037844384,-0.2993631229733582,-0.9541392564000488,0,0,0.09161172572028034,32.5,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
682,labeled,49,1.0,0,197,1,0,13,205,3,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,0,0,0.1284855267650518,68.33333333333333,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2
683,labeled,34,3.0,0,148,1,1,14,104,1,85,19,0,10,-0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488,0,0,0.8668699907794879,104.0,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2
684,labeled,34,2.0,0,3720,1,0,27,47,5,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0,1,0.11055996054478547,9.4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,3
687,labeled,32,2.0,0,2875,0,0,2,356,1,-1,0,1,7,-0.4999999999999997,-0.8660254037844388,0.39435585511331855,0.9189578116202306,1,0,0.1435562805872757,356.0,0.14285714285714285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,3
688,labeled,40,3.0,0,219,0,0,15,176,2,-1,0,0,1,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,0,0,0.09340263287681627,88.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,2
690,labeled,55,0.0,0,576,1,0,29,243,2,-1,0,0,1,0.49999999999999994,0.8660254037844387,-0.3943558551133187,0.9189578116202306,0,1,0.12072726582950795,121.5,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,4,2
691,labeled,56,3.0,0,1017,1,0,9,184,5,-1,0,0,6,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204,1,0,0.16643271747790128,36.8,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,3
692,labeled,34,2.0,0,283,1,0,21,162,3,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.8978045395707417,-0.44039415155763423,0,1,0.11094882203421981,54.0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2
695,labeled,28,2.0,0,4281,0,0,30,171,1,-1,0,0,4,0.8660254037844387,-0.4999999999999998,-0.20129852008866114,0.9795299412524943,0,1,0.06810766721044045,171.0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3
696,labeled,32,2.0,0,0,0,0,27,123,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0,1,0.07178762472020941,61.5,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1
697,labeled,46,2.0,0,1542,1,0,16,126,2,149,8,0,4,0.8660254037844387,-0.4999999999999998,-0.10116832198743204,-0.9948693233918952,0,0,0.42083720270446356,63.0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3
698,labeled,51,3.0,0,2141,0,0,17,176,2,-1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.2993631229733582,-0.9541392564000488,0,0,0.09340263287681627,88.0,0.18181818181818182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3
701,labeled,49,1.0,0,475,1,1,9,152,3,221,1,0,2,0.8660254037844386,0.5000000000000001,0.9680771188662043,-0.2506525322587204,1,0,0.15034877947801015,50.666666666666664,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,2
702,labeled,52,3.0,0,223,0,0,29,161,3,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.3943558551133187,0.9189578116202306,0,1,0.11054099169164232,53.666666666666664,0.375,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,2
703,labeled,47,2.0,0,1059,1,0,6,83,3,-1,0,0,6,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,1,0,0.07873022497059828,27.666666666666668,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,3
705,labeled,55,1.0,0,2916,1,0,15,104,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,0,0,0.06403884821123715,52.0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,3
706,labeled,57,3.0,0,0,0,0,19,188,4,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.651372482722222,-0.7587581226927911,0,0,0.14480822489472286,47.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,1
708,labeled,27,2.0,0,367,1,1,5,273,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624,1,0,0.10970636215334421,273.0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2
709,labeled,44,3.0,0,133,0,0,28,86,4,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.5712682150947924,0.8207634412072763,0,1,0.10320952995181912,21.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2
710,labeled,32,2.0,0,451,0,0,12,121,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,0,0,0.047716150081566065,121.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2
711,labeled,52,2.0,0,611,0,1,9,79,1,-1,0,0,6,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204,1,0,0.030587275693311582,79.0,0.16666666666666666,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,2
712,labeled,49,3.0,0,779,0,0,8,148,1,871,2,0,11,-0.5000000000000004,0.8660254037844384,0.9987165071710528,-0.05064916883871264,1,0,0.14568409107028868,148.0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
713,labeled,56,2.0,0,1332,0,0,28,17,14,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.5712682150947924,0.8207634412072763,0,1,0.30762737584885624,1.2142857142857142,1.75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,3
714,labeled,41,1.0,0,7735,1,0,20,220,1,190,1,0,11,-0.5000000000000004,0.8660254037844384,-0.7907757369376986,-0.6121059825476627,0,1,0.1315696148663026,220.0,0.09090909090909091,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4
715,labeled,42,2.0,0,0,1,0,7,275,4,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9884683243281114,0.1514277775045767,1,0,0.18028946469896429,68.75,0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,2,1
716,labeled,39,2.0,0,478,0,0,15,5,1,-1,0,0,10,-0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895,0,0,0.00040783034257748795,5.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2
717,labeled,29,3.0,0,10,0,0,29,87,1,120,1,0,9,-1.0,-1.8369701987210297e-16,-0.3943558551133187,0.9189578116202306,0,1,0.0773281793034967,87.0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
718,labeled,42,2.0,0,2151,1,0,13,149,1,364,2,0,5,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,0,0,0.14609192141286614,149.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3
719,labeled,48,2.0,0,697,0,0,13,108,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,0,0,0.06567016958154709,54.0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,2
720,labeled,45,2.0,0,831,1,0,15,319,5,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,0,0,0.22148981372586216,63.8,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,2
721,labeled,34,3.0,0,2589,1,0,21,161,3,-1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.8978045395707417,-0.44039415155763423,0,1,0.11054099169164232,53.666666666666664,0.2727272727272727,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3
722,labeled,57,2.0,0,2142,0,0,8,132,7,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,0.9987165071710528,-0.05064916883871264,1,0,0.1917371675708487,18.857142857142858,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,4,3
723,labeled,48,1.0,0,1083,0,1,18,79,1,172,8,0,11,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822,0,0,0.37841336264983333,79.0,0.09090909090909091,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3
724,labeled,33,3.0,0,66,0,0,21,204,4,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.8978045395707417,-0.44039415155763423,0,1,0.15133351037596265,51.0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,2
726,labeled,41,2.0,0,74,1,0,1,479,9,-1,0,1,7,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945,1,0,0.3797659243522137,53.22222222222222,1.2857142857142858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,2
727,labeled,56,2.0,0,696,1,0,29,151,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,0,1,0.08320687431237908,75.5,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,2
729,labeled,35,2.0,0,0,1,0,8,477,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9987165071710528,-0.05064916883871264,1,0,0.19290375203915172,477.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1
731,labeled,58,3.0,0,9338,1,0,18,52,3,172,3,0,11,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822,0,0,0.19652226695939182,17.333333333333332,0.2727272727272727,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,4
733,labeled,34,3.0,0,186,1,0,15,14,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,0,0,0.02733411737926325,7.0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2
734,labeled,33,2.0,0,200,1,1,20,201,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.7907757369376986,-0.6121059825476627,0,1,0.08034257748776509,201.0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2
735,labeled,43,1.0,0,58,1,0,9,100,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9680771188662043,-0.2506525322587204,1,0,0.03915171288743882,100.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2
737,labeled,32,2.0,0,0,0,0,21,126,2,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.44039415155763423,0,1,0.07301111574794188,63.0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
739,labeled,32,3.0,0,3620,0,0,14,165,2,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,0.29936312297335804,-0.9541392564000488,0,0,0.0889164991084639,82.5,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,3
740,labeled,41,1.0,0,-524,0,1,8,554,3,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,0.9987165071710528,-0.05064916883871264,1,0,0.2708183163245951,184.66666666666666,0.42857142857142855,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,1
741,labeled,38,2.0,0,601,1,0,7,245,3,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9884683243281114,0.1514277775045767,1,0,0.14479874046815128,81.66666666666667,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2
742,labeled,29,2.0,0,11425,1,0,28,272,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,0,1,0.1325543457642551,136.0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,5
743,labeled,50,1.0,0,-17,0,1,10,369,6,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,0.8978045395707416,-0.4403941515576344,1,0,0.2651371448082249,61.5,0.8571428571428571,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1
744,labeled,34,2.0,0,173,0,0,19,294,3,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.651372482722222,-0.7587581226927911,0,0,0.1647824272544482,98.0,0.375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,2
745,labeled,43,3.0,1,0,0,0,29,73,4,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.3943558551133187,0.9189578116202306,0,1,0.09790773549831178,18.25,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,1
746,labeled,26,3.0,0,211,0,0,26,111,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.8486442574947509,0.5289640103269624,0,1,0.043637846655791186,111.0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,2
747,labeled,33,3.0,0,264,0,0,4,119,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.72479278722912,0.6889669190756866,1,0,0.07015630334989947,59.5,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2
748,labeled,31,3.0,0,1215,0,0,3,39,1,-1,0,0,2,0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,1,0,0.014274061990212073,39.0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,3
749,labeled,38,3.0,0,799,0,0,27,74,2,-1,0,0,2,0.8660254037844386,0.5000000000000001,-0.72479278722912,0.6889669190756865,0,1,0.05180393793391252,37.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2
750,labeled,55,2.0,0,392,0,0,5,287,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624,1,0,0.11541598694942903,287.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,2
751,labeled,51,2.0,0,9223,0,0,18,655,4,-1,0,1,7,-0.4999999999999997,-0.8660254037844388,-0.4853019625310808,-0.8743466161445822,0,0,0.33526499487840966,163.75,0.5714285714285714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4
752,labeled,44,1.0,0,5,1,0,17,196,1,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.2993631229733582,-0.9541392564000488,0,0,0.07830342577487766,196.0,0.14285714285714285,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2
753,labeled,44,2.0,0,-32,1,1,14,100,3,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,0,0,0.08566334079441557,33.333333333333336,0.6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,2,1
754,labeled,36,2.0,0,1862,1,0,4,75,1,273,1,0,2,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866,1,0,0.07243421519256685,75.0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,3
755,labeled,42,2.0,0,9727,0,0,5,81,2,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,0.8486442574947509,0.5289640103269624,1,0,0.05465875033195493,40.5,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,4
756,labeled,27,2.0,0,191,1,0,27,136,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0,1,0.07708941917371676,68.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2
757,labeled,35,2.0,0,504,1,1,27,371,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0,1,0.17292954967942642,185.5,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,2
758,labeled,46,3.0,0,212,1,0,14,141,1,346,2,0,5,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,0,0,0.14282927867224626,141.0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,2
760,labeled,29,2.0,0,554,1,0,15,133,4,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,0,0,0.12237755605296104,33.25,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2
761,labeled,45,2.0,0,0,1,0,8,38,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9987165071710528,-0.05064916883871264,1,0,0.013866231647634585,38.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,1
762,labeled,58,2.0,0,1144,0,0,4,82,3,-1,0,0,2,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866,1,0,0.07832239462802079,27.333333333333332,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,4,3
763,labeled,29,3.0,0,1453,0,0,26,328,2,143,2,1,4,0.8660254037844387,-0.4999999999999998,-0.8486442574947509,0.5289640103269624,0,1,0.24234936668772483,164.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,3
764,labeled,48,2.0,0,3181,0,1,9,104,1,-1,0,0,4,0.8660254037844387,-0.4999999999999998,0.9680771188662043,-0.2506525322587204,1,0,0.040783034257748776,104.0,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3
766,labeled,63,3.0,0,123,1,0,13,104,2,-1,0,0,2,0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821,0,0,0.06403884821123715,52.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,2
767,labeled,30,3.0,0,192,1,0,17,325,2,-1,0,1,3,1.0,6.123233995736766e-17,-0.2993631229733582,-0.9541392564000488,0,0,0.15416935392086195,162.5,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2
768,labeled,52,1.0,0,1136,1,0,12,22,5,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,0,0,0.10036420198034826,4.4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,3
769,labeled,32,1.0,0,220,1,0,21,1017,6,-1,0,1,7,-0.4999999999999997,-0.8660254037844388,-0.8978045395707417,-0.44039415155763423,0,1,0.529411206798437,169.5,0.8571428571428571,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2
770,labeled,59,0.0,0,3949,0,0,5,48,2,-1,0,0,6,1.2246467991473532e-16,-1.0,0.8486442574947509,0.5289640103269624,1,0,0.041200349026897835,24.0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,4,3
771,labeled,59,2.0,0,1022,0,0,5,669,1,-1,0,1,11,-0.5000000000000004,0.8660254037844384,0.8486442574947509,0.5289640103269624,1,0,0.27120717781402937,669.0,0.09090909090909091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3
772,labeled,40,2.0,0,9383,1,0,21,7,8,185,1,0,11,-0.5000000000000004,0.8660254037844384,-0.8978045395707417,-0.44039415155763423,0,1,0.2074924495717163,0.875,0.7272727272727273,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4
773,labeled,29,2.0,0,-295,1,0,18,196,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.4853019625310808,-0.8743466161445822,0,0,0.07830342577487766,196.0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
774,labeled,32,2.0,0,1784,1,0,12,87,4,357,4,0,5,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,0,0,0.2775304037726575,21.75,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3
775,labeled,31,3.0,0,444,1,0,12,130,2,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,0.6513724827222223,-0.758758122692791,0,0,0.07464243711825183,65.0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,2
776,labeled,58,3.0,0,330,0,1,28,82,3,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.5712682150947924,0.8207634412072763,0,1,0.07832239462802079,27.333333333333332,0.42857142857142855,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,2
777,labeled,26,2.0,0,207,0,0,16,104,1,196,1,0,11,-0.5000000000000004,0.8660254037844384,-0.10116832198743204,-0.9948693233918952,0,0,0.08426129512731399,104.0,0.09090909090909091,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
778,labeled,42,1.0,0,7,1,0,28,59,5,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.5712682150947924,0.8207634412072763,0,1,0.11545392465571531,11.8,0.7142857142857143,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,2
779,labeled,30,3.0,0,552,0,0,21,137,4,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.44039415155763423,0,1,0.12400887742327099,34.25,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2
780,labeled,37,1.0,0,704,0,0,18,165,7,-1,0,0,6,1.2246467991473532e-16,-1.0,-0.4853019625310808,-0.8743466161445822,0,0,0.2051955688759058,23.571428571428573,1.1666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,2
781,labeled,29,3.0,0,2899,1,0,3,250,1,-1,0,0,6,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,1,0,0.100326264274062,250.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,3
783,labeled,45,1.0,0,135,1,1,16,187,19,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.10116832198743204,-0.9948693233918952,0,0,0.49323760385447096,9.842105263157896,3.8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,2
784,labeled,26,2.0,0,504,1,1,30,206,5,239,3,0,1,0.49999999999999994,0.8660254037844387,-0.20129852008866114,0.9795299412524943,0,1,0.3058397676233017,41.2,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
