LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,OpenPorchSF,EnclosedPorch,PoolArea,SalePrice,HasMiscFeature,HasGarage,TotalPorchSF,TotalBuiltArea,LivingAreaPerc,BuiltAreaRatio,WasRemod,Has2ndFloor,house_age_group,lot_size_category,house_quality_score,house_age,years_since_remod,garage_age,LandSlope_ord,MSZoning_ord,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Street_encoded,Utilities_encoded,Foundation_ord,Heating_ord,Electrical_ord,GarageType_ord,GarageFinish_ord,MiscFeature_ord
10800,1914.0,1970,880,880,888,1768,0,1,2,1,6,2,1914.0,2,320,341,0,0,163000.0,0,1,341,2648,0.1637037037037037,1.497737556561086,1,1,0,2,2,110.0,54,110.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,3,2,1,0.0
2572,1999.0,1999,696,696,720,1416,1,2,3,1,6,0,1999.0,2,484,44,0,0,155000.0,0,1,44,2112,0.5505443234836703,1.4915254237288136,0,1,2,0,3,25.0,25,25.0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4,4,3,2,1,0.0
9849,2007.0,2007,1689,1689,0,1689,0,2,3,1,7,0,2007.0,3,954,56,0,0,248328.0,0,1,56,3378,0.17148949131891564,2.0,0,0,3,1,3,17.0,17,17.0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,4,3,5,2,0.0
10007,1959.0,2006,1053,1053,0,1053,1,1,3,1,5,0,1959.0,1,312,0,0,0,145500.0,0,1,0,2106,0.10522634156090736,2.0,1,0,1,2,0,65.0,18,65.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
2001,1970.0,1970,546,546,546,1092,0,1,3,1,6,0,1970.0,1,286,0,0,0,75000.0,0,1,0,1638,0.545727136431784,1.5,0,1,1,0,0,54.0,54,54.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
4928,1976.0,1976,958,958,0,958,0,2,2,1,5,0,1976.0,2,440,60,0,0,143750.0,0,1,60,1916,0.19439935064935066,2.0,0,0,1,0,2,48.0,48,48.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
5271,1986.0,1986,1453,1453,0,1453,1,1,2,1,6,1,1986.0,2,445,80,0,0,190000.0,0,1,80,2906,0.2756592676911402,2.0,0,0,2,1,2,38.0,38,38.0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
10335,1968.0,1993,1461,1721,0,1721,0,2,3,1,7,1,1968.0,2,440,96,180,0,180000.0,0,1,276,3182,0.16652152878567972,1.8489250435793143,1,0,1,2,3,56.0,31,56.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
8529,2001.0,2001,1454,1434,0,1434,0,2,3,1,6,1,2001.0,2,527,39,0,0,189000.0,0,1,39,2888,0.16813225466056983,2.0139470013947003,0,0,3,1,4,23.0,23,23.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
10625,1920.0,1950,458,835,0,835,0,1,2,1,5,0,1920.0,1,366,0,77,0,83000.0,1,1,77,1293,0.07858823529411765,1.548502994011976,1,0,0,2,0,104.0,74,104.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,3,1,1.0
8730,1915.0,2003,698,698,698,1396,0,1,3,1,7,0,2003.0,1,384,0,0,0,153575.0,0,1,0,2094,0.15990836197021763,1.5,1,1,0,1,0,109.0,21,21.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,2,2,1,0.0
9353,1970.0,1970,864,864,0,864,0,1,3,1,5,0,1972.0,1,280,0,0,0,116050.0,1,1,0,1728,0.092376777504544,2.0,0,0,1,1,0,54.0,54,52.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,1.0
10800,1905.0,2000,482,1221,691,1912,0,2,3,2,7,1,2003.0,2,672,25,212,0,163000.0,0,1,237,2394,0.17703703703703705,1.252092050209205,1,1,0,2,3,119.0,24,21.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,2,1,0.0
12342,1960.0,1978,978,1422,0,1422,0,1,3,1,6,1,1960.0,1,286,0,36,0,139900.0,1,1,36,2400,0.11521633446767136,1.6877637130801688,1,0,1,2,1,64.0,46,64.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,5,2,1.0
6955,2005.0,2006,1368,1368,0,1368,0,2,2,1,6,1,2005.0,2,474,35,0,0,202500.0,0,1,35,2736,0.19669302659956867,2.0,1,0,3,1,4,19.0,18,19.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
3230,1999.0,1999,729,729,729,1458,0,2,2,1,5,1,1999.0,2,440,32,0,0,176000.0,0,1,32,2187,0.45139318885448915,1.5,0,1,2,0,4,25.0,25,25.0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,2,1,0.0
10140,1975.0,1975,1056,1074,0,1074,1,1,3,1,6,0,1975.0,2,495,88,0,0,153500.0,0,1,88,2130,0.1059171597633136,1.9832402234636872,0,0,1,2,1,49.0,49,49.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
5330,1940.0,1950,420,708,0,708,0,1,2,1,5,0,0.0,0,0,0,0,0,82500.0,0,1,0,1128,0.13283302063789867,1.5932203389830508,1,0,0,1,0,84.0,74,2024.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,0,0,0.0
4017,2006.0,2007,625,625,625,1250,0,2,2,1,5,0,2006.0,2,625,54,0,0,171900.0,0,1,54,1875,0.31117749564351505,1.5,1,1,3,0,3,18.0,17,18.0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,2,3,0.0
8546,2003.0,2004,1121,1121,0,1121,0,2,2,1,5,0,2003.0,2,440,64,0,0,140000.0,0,1,64,2242,0.13117247835244558,2.0,1,0,3,1,3,21.0,20,21.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
9100,1965.0,1965,925,925,0,925,0,1,2,1,5,0,1965.0,1,429,0,0,0,117500.0,0,1,0,1850,0.10164835164835165,2.0,0,0,1,1,0,59.0,59,59.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
5310,1910.0,2003,485,1001,634,1635,0,1,2,1,5,0,1950.0,1,255,0,0,0,117000.0,0,1,0,2120,0.307909604519774,1.2966360856269112,1,1,0,1,0,114.0,21,74.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,5,1,0.0
6120,1935.0,1995,884,989,584,1573,0,1,3,1,6,0,1935.0,1,240,0,54,0,133000.0,0,1,54,2457,0.25702614379084965,1.56198347107438,1,1,0,1,0,89.0,29,89.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,2,1,0.0
8846,1996.0,1996,870,914,0,914,0,1,2,1,5,0,1998.0,2,576,0,0,0,148000.0,0,1,0,1784,0.10332353606149672,1.951859956236324,0,0,2,1,2,28.0,28,26.0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,4,4,3,2,1,0.0
11645,2005.0,2005,1734,1734,0,1734,1,2,3,1,7,0,2005.0,2,660,24,0,0,260000.0,0,1,24,3468,0.14890510948905109,2.0,0,0,3,2,3,19.0,19,19.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
5000,1941.0,1950,720,803,0,803,0,1,2,1,5,0,1941.0,2,360,0,244,0,87000.0,0,1,244,1523,0.1606,1.8966376089663761,1,0,0,0,1,83.0,74,83.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,1,2,1,0.0
17400,1977.0,1977,1126,1126,0,1126,1,2,3,1,5,1,1977.0,2,484,41,0,0,160000.0,0,1,41,2252,0.06471264367816092,2.0,0,0,1,3,3,47.0,47,47.0,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
7920,1920.0,1950,319,1035,371,1406,0,1,3,1,6,0,0.0,0,0,144,0,0,89500.0,0,1,144,1725,0.17752525252525253,1.2268847795163584,1,1,0,1,0,104.0,74,2024.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,2,0,0,0.0
14175,1956.0,1987,1188,1437,0,1437,1,1,3,1,6,1,1999.0,2,576,0,0,0,168000.0,0,1,0,2625,0.10137566137566137,1.826722338204593,1,0,1,2,2,68.0,37,25.0,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
13418,2004.0,2005,1117,1132,1320,2452,0,3,4,1,9,1,2004.0,3,691,32,0,0,309000.0,0,1,32,3569,0.18273960351766283,1.4555464926590538,1,1,3,2,4,20.0,19,20.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,4,3,0.0
10634,1953.0,1953,608,1319,0,1319,1,1,3,1,5,0,1953.0,1,270,0,0,0,123000.0,0,1,0,1927,0.12403611058867782,1.4609552691432903,0,0,1,2,0,71.0,71,71.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,1,0.0
10125,1977.0,1977,1196,1279,0,1279,0,2,3,1,6,2,1980.0,2,473,83,0,0,171500.0,0,1,83,2475,0.12632098765432098,1.9351055512118842,0,0,1,2,3,47.0,47,44.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
13758,1990.0,1991,1156,1187,530,1717,0,2,3,1,7,1,1990.0,2,400,36,0,0,187500.0,0,1,36,2873,0.12480011629597325,1.6732673267326732,1,1,2,2,3,34.0,33,34.0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
7200,1976.0,1976,1041,1125,0,1125,1,1,3,1,6,1,1977.0,1,352,0,0,0,125000.0,0,1,0,2166,0.15625,1.9253333333333333,0,0,1,1,1,48.0,48,47.0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,4,3,2,1,0.0
10011,1957.0,1996,1070,1236,0,1236,0,1,2,1,6,1,1957.0,1,447,0,0,0,134450.0,0,1,0,2306,0.12346418939166916,1.8656957928802589,1,0,1,2,1,67.0,28,67.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
9230,1965.0,1998,864,1200,0,1200,1,1,1,1,6,0,1977.0,2,884,64,0,0,146000.0,0,1,64,2064,0.13001083423618634,1.72,1,0,1,1,1,59.0,26,47.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,2,1,0.0
11700,1968.0,1968,702,1041,702,1743,0,1,3,1,7,1,1968.0,2,539,0,0,0,175000.0,0,1,0,2445,0.14897435897435898,1.4027538726333908,0,1,1,2,2,56.0,56,56.0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2,4,3,5,1,0.0
8125,1994.0,1995,702,702,779,1481,0,2,3,1,6,1,1994.0,2,343,36,0,0,174000.0,0,1,36,2183,0.1822769230769231,1.4740040513166779,1,1,2,1,4,30.0,29,30.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
11664,1948.0,1950,1082,1082,0,1082,0,1,2,1,5,1,1948.0,1,240,130,0,0,119200.0,0,1,130,2164,0.09276406035665295,2.0,1,0,0,2,1,76.0,74,76.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
13072,2005.0,2005,1141,1141,0,1141,0,1,3,1,6,0,2005.0,2,484,0,0,0,142500.0,0,1,0,2282,0.0872858017135863,2.0,0,0,3,2,2,19.0,19,19.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,2,1,0.0
4426,2004.0,2004,848,848,0,848,1,1,1,1,3,1,2004.0,2,420,0,0,0,149300.0,0,1,0,1696,0.19159511974694984,2.0,0,0,3,0,3,20.0,20,20.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
6155,1920.0,1999,611,751,611,1362,0,2,3,1,6,0,1920.0,2,502,0,84,0,128000.0,0,1,84,1973,0.22128350934199836,1.4486049926578561,1,1,0,1,2,104.0,25,104.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,2,3,0.0
10930,1945.0,1950,913,1048,510,1558,1,1,3,1,6,1,1962.0,1,288,0,0,0,140000.0,0,1,0,2471,0.1425434583714547,1.586007702182285,1,1,0,2,1,79.0,74,62.0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,2,5,1,0.0
11344,1958.0,1958,874,874,650,1524,0,1,3,1,7,0,1958.0,1,315,0,0,0,144000.0,0,1,0,2398,0.1343441466854725,1.573490813648294,0,1,1,2,0,66.0,66,66.0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,3,2,5,1,0.0
10197,1961.0,1961,1362,1362,0,1362,1,1,3,1,6,1,1961.0,2,504,20,0,0,163000.0,0,1,20,2724,0.1335686966754928,2.0,0,0,1,2,2,63.0,63,63.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
8063,2000.0,2000,924,948,742,1690,0,2,3,1,7,1,2000.0,2,463,48,0,0,181000.0,0,1,48,2614,0.20959940468808136,1.5467455621301776,0,1,2,1,4,24.0,24,24.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
4043,1977.0,1977,1069,1069,0,1069,0,2,2,1,4,1,1977.0,2,440,55,0,0,127500.0,0,1,55,2138,0.2644076181053673,2.0,0,0,1,0,3,47.0,47,47.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
7500,2000.0,2000,814,814,860,1674,1,2,3,1,7,0,2000.0,2,663,96,0,0,216000.0,0,1,96,2488,0.2232,1.4862604540023896,0,1,2,1,3,24.0,24,24.0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
15523,1972.0,1972,864,864,0,864,1,1,3,1,5,1,1972.0,1,338,0,0,0,133500.0,0,1,0,1728,0.05565934419893062,2.0,0,0,1,3,1,52.0,52,52.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
10410,1916.0,1987,660,808,704,1656,0,2,3,1,8,0,1916.0,1,180,0,0,0,135000.0,0,1,0,2172,0.15907780979827088,1.3115942028985508,1,1,0,2,1,108.0,37,108.0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
16285,2001.0,2002,1413,1430,0,1430,0,2,3,1,6,0,2001.0,2,605,33,0,0,187100.0,0,1,33,2843,0.08781086889775867,1.9881118881118882,1,0,3,3,3,23.0,22,23.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
2628,2003.0,2003,764,764,862,1626,0,2,2,1,6,0,2003.0,2,474,27,0,0,175500.0,0,1,27,2390,0.6187214611872146,1.4698646986469865,0,1,3,0,3,21.0,21,21.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,4,2,0.0
9937,1965.0,1965,1256,1256,0,1256,1,1,3,1,6,0,1965.0,1,276,68,0,0,147500.0,0,1,68,2512,0.12639629666901478,2.0,0,0,1,1,0,59.0,59,59.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,3,0.0
1869,1970.0,1970,483,483,504,987,0,1,2,1,5,0,1987.0,1,280,0,0,0,106000.0,0,1,0,1470,0.5280898876404494,1.4893617021276595,0,1,1,0,0,54.0,54,37.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
11839,1990.0,1990,1475,1532,797,2329,1,2,4,1,10,1,1990.0,2,514,121,0,0,262280.0,0,1,121,3804,0.1967226961736633,1.6333190210390727,0,1,2,2,3,34.0,34,34.0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4,4,3,5,1,0.0
2280,1978.0,1978,855,855,601,1456,0,2,3,1,7,1,1978.0,2,440,0,0,0,146000.0,0,1,0,2311,0.6385964912280702,1.5872252747252746,0,1,1,0,3,46.0,46,46.0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
9612,2008.0,2009,1468,1468,0,1468,0,2,3,1,6,1,2008.0,3,898,150,0,0,244600.0,0,1,150,2936,0.1527257594673325,2.0,1,0,3,1,4,16.0,15,16.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
9000,1974.0,1974,896,896,896,1792,0,2,4,2,8,0,0.0,0,0,45,0,0,136000.0,0,1,45,2688,0.1991111111111111,1.5,0,1,1,1,1,50.0,50,2024.0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,0,0,0.0
7875,1961.0,1961,1144,1144,0,1144,1,1,3,1,6,0,1961.0,2,456,0,0,0,139950.0,0,1,0,2288,0.14526984126984127,2.0,0,0,1,1,1,63.0,63,63.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
11040,1971.0,2004,1258,1258,0,1258,0,2,3,1,5,0,1971.0,2,528,0,0,0,145000.0,0,1,0,2516,0.11394927536231884,2.0,1,0,1,2,2,53.0,20,53.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
11200,1965.0,1965,1040,1040,0,1040,1,1,3,1,5,0,1965.0,1,384,0,0,0,129500.0,0,1,0,2080,0.09285714285714286,2.0,0,0,1,2,0,59.0,59,59.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,2,1,0.0
4282,2004.0,2004,1391,1391,0,1391,0,2,2,1,5,0,2004.0,2,530,158,0,0,196000.0,0,1,158,2782,0.32484820177487156,2.0,0,0,3,0,3,20.0,20,20.0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
11645,2004.0,2004,860,860,860,1720,0,2,3,1,7,0,2004.0,2,565,70,0,0,196500.0,0,1,70,2580,0.1477028767711464,1.5,0,1,3,2,3,20.0,20,20.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
8755,1999.0,1999,992,1022,1038,2060,1,2,3,1,8,1,1999.0,2,390,0,0,0,214000.0,0,1,0,3052,0.23529411764705882,1.4815533980582525,0,1,2,1,4,25.0,25,25.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,4,2,0.0
11000,1966.0,1966,1154,1154,0,1154,0,1,3,1,6,1,1966.0,2,480,58,0,0,154000.0,0,1,58,2308,0.10490909090909091,2.0,0,0,1,2,2,58.0,58,58.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
18800,1976.0,1976,796,790,784,1574,1,2,3,1,6,1,1976.0,2,566,111,0,0,190000.0,0,1,111,2370,0.08372340425531914,1.50571791613723,0,1,1,3,3,48.0,48,48.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
9520,2007.0,2008,1638,1646,0,1646,1,2,3,1,7,1,2008.0,3,800,44,0,0,293077.0,0,1,44,3284,0.17289915966386554,1.9951397326852978,1,0,3,1,4,17.0,16,16.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
7407,1957.0,1996,912,1236,0,1236,1,1,2,1,6,0,1957.0,2,923,158,158,0,149700.0,0,1,316,2148,0.16686917780477925,1.7378640776699028,1,0,1,1,1,67.0,28,67.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,2,5,1,0.0
9947,1990.0,1991,1188,1217,0,1217,1,2,3,1,6,0,1990.0,2,497,27,0,0,173000.0,0,1,27,2405,0.12234844676786971,1.9761709120788824,1,0,2,1,2,34.0,33,34.0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,4,4,3,5,1,0.0
9600,1925.0,1994,702,842,630,1472,0,1,3,1,6,0,1925.0,1,250,0,84,0,125000.0,0,1,84,2174,0.15333333333333332,1.4769021739130435,1,1,0,1,0,99.0,30,99.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,4,3,2,1,0.0
7128,1941.0,1950,918,918,728,1646,0,2,4,1,7,2,1941.0,1,240,0,0,0,164000.0,0,1,0,2564,0.2309203142536476,1.55771567436209,1,1,0,1,2,83.0,74,83.0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
13072,2004.0,2004,1158,1158,0,1158,1,1,3,1,5,0,2006.0,2,576,50,0,0,158000.0,0,1,50,2316,0.08858629130966952,2.0,0,0,3,2,2,20.0,20,18.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,2,1,0.0
17140,1956.0,1956,1134,1229,0,1229,0,1,3,1,6,0,1956.0,1,284,0,0,0,135000.0,0,1,0,2363,0.07170361726954493,1.9227013832384052,0,0,1,3,0,68.0,68,68.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,2,5,2,0.0
11065,2006.0,2006,1085,1120,850,1970,0,2,3,1,8,1,2006.0,3,753,74,0,0,281000.0,0,1,74,3055,0.1780388612742883,1.5507614213197969,0,1,3,2,4,18.0,18,18.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,4,3,0.0
9920,1954.0,1954,1056,1063,0,1063,1,1,3,1,6,0,1954.0,1,280,0,164,0,128000.0,0,1,164,2119,0.10715725806451613,1.993414863593603,0,0,1,1,0,70.0,70,70.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
7399,1997.0,1998,975,975,975,1950,0,2,3,1,7,1,1997.0,2,576,10,0,0,239000.0,0,1,10,2925,0.26354912826057575,1.5,1,1,2,1,4,27.0,26,27.0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4,4,3,2,2,0.0
9490,1941.0,1950,806,958,620,1578,1,1,3,1,5,2,1941.0,1,240,0,32,0,133000.0,0,1,32,2384,0.16628029504741834,1.5107731305449936,1,1,0,1,1,83.0,74,83.0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,2,5,1,0.0
9100,2001.0,2001,1212,1212,0,1212,0,2,3,1,6,0,2001.0,2,573,0,0,0,178000.0,0,1,0,2424,0.1331868131868132,2.0,0,0,3,1,3,23.0,23,23.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
5500,1956.0,1956,882,882,0,882,0,1,1,1,4,0,0.0,0,0,0,0,0,103200.0,0,1,0,1764,0.16036363636363637,2.0,0,0,1,1,0,68.0,68,2024.0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,0,0,0.0
10530,1977.0,1977,975,1004,0,1004,1,1,2,1,4,0,1977.0,2,504,0,0,0,135000.0,0,1,0,1979,0.09534662867996202,1.9711155378486056,0,0,1,2,1,47.0,47,47.0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
10320,1906.0,1995,756,756,713,1469,0,1,3,1,7,0,1906.0,1,216,0,239,0,135000.0,0,1,239,2225,0.14234496124031007,1.514635806671205,1,1,0,2,0,118.0,29,118.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
8640,2009.0,2009,1300,1314,0,1314,1,2,3,1,6,0,2009.0,2,552,112,0,0,229456.0,0,1,112,2614,0.15208333333333332,1.9893455098934552,0,0,3,1,3,15.0,15,15.0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
10400,1988.0,1988,1845,1872,0,1872,0,2,3,1,6,1,1988.0,2,604,39,0,0,241500.0,0,1,39,3717,0.18,1.9855769230769231,0,0,2,2,3,36.0,36,36.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,3,0.0
10004,1964.0,1964,1516,1516,0,1516,0,1,3,1,6,0,1964.0,2,472,0,0,0,167000.0,0,1,0,3032,0.15153938424630148,2.0,0,0,1,2,1,60.0,60,60.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
7795,2004.0,2005,716,716,716,1432,1,2,3,1,6,1,2004.0,2,432,51,0,0,188500.0,0,1,51,2148,0.18370750481077613,1.5,1,1,3,1,4,20.0,19,20.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
12968,1962.0,1962,912,912,0,912,1,1,2,1,4,0,1962.0,1,352,0,0,0,144000.0,0,1,0,1824,0.0703269586674892,2.0,0,0,1,2,0,62.0,62,62.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,2,1,0.0
10762,1980.0,1980,626,626,591,1217,0,1,3,1,6,1,1980.0,1,288,28,0,0,120000.0,0,1,28,1843,0.1130830700613269,1.5143796220213641,0,1,1,2,1,44.0,44,44.0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
9018,2007.0,2007,728,728,728,1456,0,2,3,1,8,1,2007.0,2,400,24,0,0,179540.0,0,1,24,2184,0.1614548680416944,1.5,0,1,3,1,4,17.0,17,17.0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4,4,3,5,3,0.0
7200,1938.0,1995,803,803,557,1360,0,1,2,1,6,0,1951.0,1,297,65,190,0,125500.0,0,1,255,2163,0.18888888888888888,1.5904411764705881,1,1,0,1,0,86.0,29,73.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
7000,1910.0,1991,1117,820,527,1347,1,1,3,1,5,0,0.0,0,0,0,148,0,107500.0,0,1,148,2464,0.19242857142857142,1.8292501855976244,1,1,0,1,0,114.0,33,2024.0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,0,0,0.0
