Split,Id,LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,OpenPorchSF,EnclosedPorch,PoolArea,MiscFeature,SalePrice,mszoning_num,HasMiscFeature,HouseStyle_num,st_grvl_pave,ut_allpub_nosewa,land_slope_ord,roof_style_num,foundation_num,heating_num,electrical_num,central_air_num,garage_num,garage_finish_num,paveddrive_num
labeled,129,5500,1929.0,2001,926,926,0,1316,1,1,3,1,6,0,1974.0,2,484,0,0,0,0,130000.0,2.0,0,2.0,1,1,0,2.0,1.0,3.0,3.0,1,2.0,1,1.0
labeled,130,7438,1908.0,1991,504,936,316,1252,0,1,3,1,5,0,1986.0,2,576,0,0,0,0,127000.0,3.0,0,2.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,1,1.0
labeled,131,10659,1961.0,1961,1050,1050,0,1050,1,1,3,1,6,0,1961.0,1,368,319,0,0,0,136500.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,132,10832,1994.0,1996,712,1086,809,1895,0,2,3,1,7,1,1994.0,2,409,46,0,0,1,194500.0,3.0,1,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,133,6600,1962.0,1962,894,894,0,894,0,1,2,1,5,0,1962.0,1,308,0,0,0,0,109500.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,0,2.0,1,1.0
labeled,134,11361,1976.0,1976,1193,1523,0,1523,0,2,3,1,7,1,1976.0,2,478,0,0,0,0,180000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,3,1.0
labeled,135,6402,1920.0,1950,596,596,596,1192,0,1,3,1,6,0,1920.0,1,189,0,137,0,0,78000.0,2.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,0,2.0,1,0.0
labeled,136,7740,1910.0,1950,622,741,622,1363,0,1,3,1,6,0,1966.0,2,528,0,0,0,0,125500.0,2.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,137,9760,1964.0,1993,822,1020,831,1851,0,2,3,1,7,1,1964.0,2,440,42,0,0,0,187000.0,3.0,0,5.0,1,1,1,3.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,138,9808,2002.0,2002,1573,1573,0,1573,1,2,3,1,6,0,2002.0,2,544,72,0,0,0,227000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,139,13031,1995.0,1996,691,691,807,1498,0,2,3,1,6,1,1995.0,2,409,44,0,0,0,187500.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,140,9600,1955.0,1996,992,1661,0,1661,1,1,3,1,8,1,1955.0,1,377,28,0,0,0,165500.0,3.0,0,4.0,1,1,0,3.0,2.0,3.0,3.0,1,4.0,2,1.0
labeled,141,9382,1999.0,2000,1468,1479,0,1479,0,2,3,1,6,0,1999.0,2,577,25,0,0,0,191000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,142,11500,1976.0,1976,1680,1680,0,1680,0,2,4,2,8,0,1976.0,2,528,0,0,0,0,136905.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,143,7763,1962.0,1980,931,1283,0,1283,1,1,3,1,6,0,1980.0,2,506,0,0,0,0,140000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,144,6120,1936.0,1950,264,800,0,800,0,1,1,1,4,1,0.0,0,0,0,0,0,0,60000.0,2.0,0,1.0,1,1,0,2.0,1.0,0.8,2.0,0,0.0,0,0.0
labeled,145,8335,1954.0,1954,0,1124,0,1124,0,1,3,1,5,1,0.0,0,0,36,190,0,0,93000.0,3.0,0,1.0,1,1,0,2.0,0.0,3.0,3.0,1,0.0,0,0.0
labeled,146,1680,1971.0,1971,672,672,546,1218,0,1,3,1,7,0,0.0,0,0,0,0,0,0,91500.0,2.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,0.0,0,0.0
labeled,147,9066,1999.0,2000,1004,1004,848,1852,0,2,3,1,7,2,1999.0,3,660,106,0,0,0,230000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,148,21872,1996.0,1997,729,729,717,1446,0,2,3,1,6,1,1996.0,2,406,22,0,0,0,175000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,1,1.0
labeled,149,10800,1900.0,2000,0,694,600,1294,0,2,3,2,7,0,0.0,0,0,114,210,0,0,106250.0,3.0,0,5.0,1,1,0,2.0,1.0,3.0,2.0,0,0.0,0,0.0
labeled,150,13286,2007.0,2008,1698,1698,0,1698,1,2,3,1,8,1,2007.0,3,768,64,0,0,0,320000.0,3.0,0,1.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,151,4500,1998.0,1998,1216,1216,0,1216,1,2,2,1,5,0,1998.0,2,402,125,0,0,0,164000.0,2.0,0,1.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,1,1.0
labeled,152,10800,1915.0,1950,686,966,686,1652,1,2,4,1,7,0,1961.0,1,416,0,196,0,1,139000.0,2.0,1,2.0,1,1,0,2.0,3.0,3.0,3.0,1,2.0,1,1.0
labeled,153,11478,2007.0,2008,1704,1704,0,1704,1,2,3,1,7,1,2008.0,3,772,50,0,0,0,306000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,154,10237,2005.0,2006,1316,1316,0,1316,0,2,3,1,6,1,2005.0,2,397,0,0,0,0,169990.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,155,9819,1967.0,1967,882,900,0,900,0,1,3,1,5,0,1970.0,1,280,0,0,0,0,122000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,156,10769,2007.0,2007,866,866,902,1768,0,2,3,1,7,0,2007.0,2,578,105,0,0,0,212000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,157,10991,2007.0,2007,1571,1571,0,1571,0,2,3,1,7,1,2007.0,3,722,36,0,0,0,239000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,158,6000,1948.0,1950,789,789,0,789,0,1,2,1,5,0,1948.0,1,250,0,0,0,0,115000.0,2.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,159,4571,1916.0,1950,624,624,720,1344,0,1,4,1,7,0,1916.0,3,513,0,96,0,0,98000.0,2.0,0,5.0,1,1,0,2.0,1.0,3.0,3.0,0,2.0,1,1.0
labeled,160,4920,2001.0,2001,1338,1338,0,1338,1,2,2,1,6,0,2001.0,2,582,0,170,0,0,213500.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,161,3182,2005.0,2006,1373,1555,0,1555,0,2,2,1,7,1,2005.0,2,430,20,0,0,0,192500.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,162,9101,1978.0,1978,1097,1110,0,1110,1,1,1,1,4,1,1978.0,2,602,30,0,0,0,165500.0,3.0,0,3.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,163,8800,1977.0,2008,1040,1040,0,1040,0,2,3,1,5,0,1977.0,2,484,0,0,0,0,150500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,164,12160,1959.0,1959,1188,1188,0,1188,1,1,3,1,6,0,1959.0,2,531,0,0,0,0,142000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,165,12420,2001.0,2001,944,944,896,1840,1,2,3,1,6,0,2001.0,2,622,45,0,0,0,230000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,166,34650,1955.0,1955,1056,1056,0,1056,1,1,3,1,5,0,1955.0,2,572,0,0,0,0,145000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,0,3.0,3,1.0
labeled,167,10496,1949.0,1950,1040,1168,678,1846,0,2,3,1,7,1,1949.0,1,315,0,0,0,0,143000.0,3.0,0,2.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,168,3735,1999.0,1999,691,713,739,1452,1,2,3,1,6,0,1999.0,2,506,34,0,0,0,183900.0,3.2,0,5.0,1,1,0,3.0,3.0,3.0,3.0,1,2.0,1,1.0
labeled,169,16157,1978.0,1978,1360,1432,0,1432,1,1,2,1,5,1,1978.0,2,588,180,0,0,0,194000.0,3.0,0,4.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,1,1.0
labeled,170,8973,1958.0,1991,1008,1053,0,1053,0,1,3,1,6,0,1998.0,2,750,80,0,0,0,150000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,2.0,1,4.5,2,1.0
labeled,171,8700,1963.0,1963,1120,1128,0,1128,1,2,3,1,6,0,1963.0,2,525,20,123,0,0,155000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,172,6240,1934.0,1950,816,816,0,1176,0,1,3,1,6,1,1985.0,2,528,0,0,0,1,114500.0,2.0,1,2.0,1,1,0,2.0,3.0,3.0,3.0,1,2.0,1,1.0
labeled,173,9144,1940.0,1982,883,988,517,1505,1,1,3,1,8,0,1940.0,1,240,0,0,0,0,145000.0,3.0,0,2.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,0.0
labeled,174,7800,1965.0,1965,828,965,0,965,1,1,3,1,6,0,1979.0,1,300,0,0,0,0,119900.0,1.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,175,8846,2005.0,2006,750,750,750,1500,0,2,3,1,6,0,2005.0,2,564,35,0,0,0,173900.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,176,7200,1972.0,1972,780,780,0,780,0,1,2,1,4,0,1973.0,1,352,0,0,0,0,124900.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,177,16059,1991.0,1992,1288,1301,1116,2417,0,2,4,1,9,1,1991.0,2,462,82,0,0,0,260000.0,3.0,0,5.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,178,10240,2005.0,2005,1030,1038,1060,2098,0,2,3,1,8,1,2005.0,3,878,52,0,0,0,275500.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,179,11207,1997.0,1997,802,802,709,1511,1,2,3,1,8,1,1997.0,2,413,75,0,0,0,185000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,180,6951,1984.0,1985,876,923,0,923,1,1,3,1,5,0,1984.0,1,264,0,0,0,0,119500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,181,8777,1910.0,1950,796,796,0,796,0,1,2,1,4,0,0.0,0,0,0,164,0,0,85000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,2.0,1,0.0,0,0.5
labeled,182,12665,1915.0,1950,876,876,540,1416,0,1,4,1,7,1,1949.0,3,720,0,194,0,0,153900.0,2.0,0,2.0,1,1,0,2.0,1.0,3.0,3.0,1,2.0,1,1.0
labeled,183,3010,2005.0,2006,1248,1248,0,1248,0,2,2,1,5,0,2005.0,2,438,0,0,0,0,167240.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,184,8935,2002.0,2002,831,831,829,1660,0,2,3,1,7,0,2002.0,2,493,68,0,0,0,195000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,185,7800,1967.0,2004,864,899,0,899,0,1,3,1,5,0,1967.0,1,288,0,0,0,0,130000.0,3.0,0,1.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,186,8877,1938.0,1958,816,816,0,816,1,1,2,1,3,1,1958.0,1,288,0,0,0,0,100000.0,3.0,0,1.0,1,1,1,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,187,4435,2003.0,2004,848,848,0,848,1,1,1,1,4,0,2003.0,2,420,0,0,0,0,144000.0,2.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,188,11553,1968.0,1968,1051,1159,0,1159,0,1,3,1,7,1,1968.0,1,336,0,0,0,0,158000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,189,9938,1993.0,1994,1050,1062,887,1949,1,2,3,1,8,1,1993.0,2,574,90,0,0,0,236000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,190,11838,2001.0,2001,1753,1788,0,1788,0,2,3,1,7,1,2001.0,2,522,151,0,0,0,236500.0,3.0,0,1.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,191,9790,1967.0,1967,1372,1342,0,1342,0,2,3,1,7,1,1967.0,2,457,0,0,0,0,161500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,192,7200,1950.0,1950,0,1040,0,1040,0,1,2,1,5,0,1950.0,2,625,0,0,0,0,109500.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,1.0,1,2.0,1,1.0
labeled,193,7340,1971.0,1971,858,858,0,858,0,1,2,1,4,0,1979.0,1,684,0,0,0,0,110000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,194,13101,1965.0,1965,1728,1728,0,1728,0,2,6,2,10,0,1987.0,2,576,0,0,0,0,142600.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,195,6305,1938.0,1950,920,954,0,954,0,1,2,1,5,1,1938.0,1,240,0,0,0,0,119750.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,2.5,1,1.0
labeled,196,9554,1993.0,1994,777,1065,846,1911,0,2,3,1,8,1,1993.0,2,471,81,0,0,0,215000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,197,7590,1962.0,1962,864,876,936,1812,0,2,4,1,8,1,1962.0,1,264,168,0,0,0,169500.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,198,12589,2005.0,2005,742,742,742,1484,0,2,3,1,8,1,2005.0,2,390,24,0,0,0,174000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,199,10207,2007.0,2007,874,874,887,1761,0,3,3,1,7,0,2007.0,2,578,105,0,0,0,227875.0,3.2,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,200,1526,1970.0,2002,630,630,0,630,1,1,1,1,3,0,1970.0,1,286,0,0,0,0,86000.0,2.0,0,3.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,201,7700,1966.0,1966,756,1051,788,1839,0,1,4,1,7,1,1966.0,2,442,124,216,0,0,155000.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,202,7207,1958.0,2008,858,858,0,858,1,1,2,1,4,0,0.0,0,0,0,0,0,0,116500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,0.0,0,1.0
labeled,203,9464,1958.0,1958,1080,1080,0,1080,0,1,3,1,5,0,1958.0,1,288,0,0,0,0,136000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,204,6342,1875.0,1996,780,780,240,1020,0,1,2,1,6,0,0.0,0,0,0,176,0,0,94000.0,3.0,0,2.0,1,1,0,2.0,2.0,3.0,3.0,0,0.0,0,0.0
labeled,205,11160,1968.0,1968,2110,2110,0,2110,1,2,3,1,8,2,1968.0,2,522,0,0,0,0,244000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,3,1.0
labeled,206,10562,2007.0,2007,1582,1610,551,2161,1,1,3,1,8,1,2007.0,3,789,120,0,0,0,325624.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,207,12640,1976.0,1976,1728,1728,0,1728,0,2,4,2,8,0,1976.0,2,574,0,0,0,0,150900.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,208,7000,1924.0,1950,617,865,445,1310,0,2,2,1,6,0,1924.0,1,398,0,126,0,0,112000.0,3.0,0,2.0,1,1,0,2.0,1.0,3.0,3.0,1,3.0,1,1.0
labeled,209,9142,1910.0,1950,1020,908,1020,1928,0,2,4,2,9,0,1910.0,1,440,60,112,0,0,137000.0,2.0,0,5.0,1,1,0,2.0,2.7,3.0,0.0,0,2.0,1,1.0
labeled,210,8499,2006.0,2007,616,616,796,1412,0,2,3,1,6,1,2007.0,2,432,36,0,0,0,156932.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,4.0,3,1.0
labeled,211,11841,1990.0,1990,816,816,0,816,1,1,3,1,5,0,0.0,0,0,32,0,0,0,118500.0,3.0,0,3.0,0,1,0,2.0,2.0,3.0,3.0,1,0.0,0,1.0
labeled,212,8172,1954.0,1972,941,997,473,1470,0,2,4,1,7,0,1958.0,1,548,0,0,0,0,135000.0,3.0,0,2.0,1,1,0,2.0,3.0,3.0,3.0,1,2.0,1,1.0
labeled,213,8400,1962.0,2005,1319,1537,0,1537,1,1,3,1,7,1,1962.0,2,462,36,0,0,0,174000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,214,9735,2006.0,2007,384,754,640,1394,0,2,3,1,7,0,2007.0,2,400,0,0,0,0,167500.0,3.0,0,4.0,1,1,0,2.0,3.0,3.0,3.0,1,4.0,3,1.0
labeled,215,10440,1910.0,1981,440,682,548,1230,0,1,2,1,5,0,1966.0,2,440,0,128,0,0,110000.0,2.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,2.0,1,1.0
labeled,216,7590,1966.0,1966,660,660,688,1348,0,1,3,1,6,1,1966.0,2,453,108,0,0,0,155000.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,217,6629,1925.0,1950,672,697,672,1369,1,2,3,1,6,0,1930.0,1,300,0,0,0,0,103600.0,1.0,0,5.0,1,1,0,1.0,1.0,3.0,3.0,0,2.0,1,1.0
labeled,218,10463,2005.0,2005,893,901,900,1801,0,2,3,1,8,1,2005.0,3,800,116,0,0,0,239900.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,219,11216,2006.0,2006,1489,1489,0,1489,0,2,3,1,7,1,2006.0,2,776,140,0,0,0,232600.0,3.2,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,220,12046,1976.0,1976,848,1118,912,2030,0,2,4,1,8,1,1976.0,2,551,224,0,0,0,195000.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,3,1.0
labeled,221,7134,1955.0,1955,384,1360,0,1360,0,1,3,1,6,1,1962.0,2,572,50,0,0,0,130000.0,3.0,0,4.0,1,1,1,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,222,13125,1997.0,1998,1478,1493,0,1493,1,2,3,1,7,1,1997.0,2,508,39,0,0,0,208900.0,3.0,0,1.0,1,1,1,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,223,10000,1961.0,1983,864,1144,0,1144,1,1,3,1,6,1,1961.0,1,264,0,0,0,1,131400.0,3.0,1,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,224,8339,1959.0,1959,0,882,0,882,0,1,3,1,5,0,1959.0,1,294,0,0,0,1,106500.0,3.0,1,1.0,1,1,0,2.0,0.0,3.0,3.0,1,3.0,2,1.0
labeled,225,10625,1974.0,1974,1053,1173,0,1173,1,2,3,1,6,2,1974.0,2,528,120,0,0,0,170000.0,3.0,0,3.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,226,9416,2007.0,2007,1726,1726,0,1726,1,2,3,1,8,1,2007.0,3,786,138,0,0,0,311872.0,3.0,0,1.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,227,1890,1973.0,1973,672,672,546,1218,0,1,3,1,7,0,1973.0,1,264,28,0,0,0,113000.0,2.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,228,9100,1958.0,1958,864,864,0,864,1,1,3,1,5,0,1964.0,2,624,0,0,0,0,129900.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,229,4456,1920.0,2008,736,736,716,1452,0,2,2,3,8,0,0.0,0,0,0,102,0,0,113000.0,2.0,0,5.0,1,1,0,2.0,1.0,3.0,3.0,1,0.0,0,0.0
labeled,230,8765,1936.0,1950,951,951,0,951,0,1,2,1,6,0,1936.0,1,327,28,0,0,0,106500.0,2.0,0,1.0,1,1,0,2.0,1.0,3.0,3.0,0,2.0,1,1.0
labeled,231,7599,1982.0,2006,845,845,0,845,1,1,2,1,4,0,1987.0,2,360,0,0,0,0,129500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,232,7758,1962.0,2001,999,999,0,999,1,1,3,1,6,0,1963.0,1,264,132,0,0,0,132500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,233,2016,1970.0,1970,630,630,672,1302,0,2,3,1,6,0,1970.0,2,440,0,0,0,0,106000.0,2.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,234,5784,1938.0,1996,190,886,0,886,0,1,2,1,4,0,1938.0,1,273,20,80,0,0,91300.0,2.0,0,1.0,1,1,0,2.0,1.0,3.0,2.0,1,3.0,1,1.0
labeled,235,7711,1977.0,1977,1440,1440,0,1440,2,2,4,2,8,0,0.0,0,0,0,0,0,0,150000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,0.0,0,0.0
labeled,236,12358,1941.0,1950,720,854,0,1382,0,1,2,1,7,0,1991.0,2,660,0,0,0,0,128500.0,2.0,0,2.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,237,10594,1926.0,1950,768,789,0,789,0,1,2,1,5,0,1926.0,1,200,0,112,0,0,96500.0,3.0,0,1.5,1,1,0,2.0,1.0,0.8,3.0,0,2.0,1,1.0
labeled,238,4500,1998.0,1998,1204,1204,0,1204,1,2,2,1,5,0,1998.0,2,412,247,0,0,0,162000.0,2.0,0,1.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,239,8480,1963.0,1963,970,970,0,970,1,1,2,1,5,0,1996.0,2,624,24,0,0,0,132500.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,240,15138,1995.0,1996,1462,1490,1304,2794,1,2,4,1,9,1,1995.0,3,810,146,202,0,0,403000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,241,10800,1914.0,1970,880,880,888,1768,0,1,2,1,6,2,1914.0,2,320,341,0,0,0,163000.0,2.0,0,5.0,1,1,0,2.0,1.0,2.0,3.0,0,2.0,1,0.0
labeled,242,2572,1999.0,1999,696,696,720,1416,1,2,3,1,6,0,1999.0,2,484,44,0,0,0,155000.0,3.2,0,5.0,1,1,0,3.0,3.0,3.0,3.0,1,2.0,1,1.0
labeled,243,9849,2007.0,2007,1689,1689,0,1689,0,2,3,1,7,0,2007.0,3,954,56,0,0,0,248328.0,3.0,0,1.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,244,10007,1959.0,2006,1053,1053,0,1053,1,1,3,1,5,0,1959.0,1,312,0,0,0,0,145500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,245,2001,1970.0,1970,546,546,546,1092,0,1,3,1,6,0,1970.0,1,286,0,0,0,0,75000.0,2.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,246,4928,1976.0,1976,958,958,0,958,0,2,2,1,5,0,1976.0,2,440,60,0,0,0,143750.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,247,5271,1986.0,1986,1453,1453,0,1453,1,1,2,1,6,1,1986.0,2,445,80,0,0,0,190000.0,3.0,0,1.0,1,1,1,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,248,10335,1968.0,1993,1461,1721,0,1721,0,2,3,1,7,1,1968.0,2,440,96,180,0,0,180000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,249,8529,2001.0,2001,1454,1434,0,1434,0,2,3,1,6,1,2001.0,2,527,39,0,0,0,189000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,250,10625,1920.0,1950,458,835,0,835,0,1,2,1,5,0,1920.0,1,366,0,77,0,1,83000.0,3.0,1,1.0,1,1,0,2.0,1.0,3.0,3.0,0,2.5,1,1.0
labeled,251,8730,1915.0,2003,698,698,698,1396,0,1,3,1,7,0,2003.0,1,384,0,0,0,0,153575.0,3.0,0,5.0,1,1,0,2.0,1.0,3.0,2.0,1,2.0,1,1.0
labeled,252,9353,1970.0,1970,864,864,0,864,0,1,3,1,5,0,1972.0,1,280,0,0,0,1,116050.0,3.0,1,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,253,10800,1905.0,2000,482,1221,691,1912,0,2,3,2,7,1,2003.0,2,672,25,212,0,0,163000.0,2.0,0,2.0,1,1,0,2.0,1.0,3.0,3.0,0,2.0,1,1.0
labeled,254,12342,1960.0,1978,978,1422,0,1422,0,1,3,1,6,1,1960.0,1,286,0,36,0,1,139900.0,3.0,1,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,255,6955,2005.0,2006,1368,1368,0,1368,0,2,2,1,6,1,2005.0,2,474,35,0,0,0,202500.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,256,3230,1999.0,1999,729,729,729,1458,0,2,2,1,5,1,1999.0,2,440,32,0,0,0,176000.0,3.2,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,2.0,1,1.0
labeled,257,10140,1975.0,1975,1056,1074,0,1074,1,1,3,1,6,0,1975.0,2,495,88,0,0,0,153500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,258,5330,1940.0,1950,420,708,0,708,0,1,2,1,5,0,0.0,0,0,0,0,0,0,82500.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,0.0,0,1.0
labeled,259,4017,2006.0,2007,625,625,625,1250,0,2,2,1,5,0,2006.0,2,625,54,0,0,0,171900.0,3.2,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,2.0,3,1.0
