id,split,default,housing,loan,day,pdays,previous,y,age_group,campaign_intensity,duration_category,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,education_ordinal,has_education,contact_cellular,contact_unknown,marital_divorced,marital_single,poutcome_failure,poutcome_other,poutcome_success,balance_category_ordinal,economic_profile_ordinal,contact_history_ordinal,season_ordinal
1035,labeled,0,1,0,20,-1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,2
1036,labeled,0,1,0,20,-1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,2
1038,labeled,0,0,0,18,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,3,0,0,3
1039,labeled,0,1,0,21,-1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,3,1,0,3
1040,labeled,0,0,0,19,-1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,2
1041,labeled,0,1,0,21,-1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,1,0,4
1042,labeled,0,1,1,6,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,2
1043,labeled,0,0,0,18,-1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,3
1044,labeled,0,0,0,9,-1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2
1045,labeled,0,1,0,21,-1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
1046,labeled,0,0,0,3,92,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,2,0,3,1
1047,labeled,0,1,0,20,-1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,2
1050,labeled,0,0,0,19,-1,0,1,4,1,2,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,3,0,0,4
1051,labeled,0,1,0,11,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,3
1052,labeled,0,1,1,31,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,2,0,3
1053,labeled,0,0,0,28,-1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,0,0,3
1054,labeled,0,1,0,13,-1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,3,1,0,2
1055,labeled,0,0,0,14,-1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,0,0,3
1056,labeled,0,0,1,7,-1,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,3
1057,labeled,0,1,0,15,-1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,1,0,2
1058,labeled,0,0,0,17,-1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,2
1059,labeled,0,0,0,28,-1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,3,0,0,3
1060,labeled,0,0,0,21,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,4
1061,labeled,0,1,1,25,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0,3
1062,labeled,0,0,0,18,-1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,3
1063,labeled,0,0,0,29,227,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,2,0,2,1
1064,labeled,0,0,0,28,-1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,1,0,0,3
1066,labeled,0,1,0,17,-1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,1,0,2
1067,labeled,0,1,1,14,-1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,2,2,0,2
1069,labeled,0,1,0,11,-1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,2,1,0,3
1070,labeled,0,1,0,24,-1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,1,0,3
1071,labeled,0,1,0,24,-1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,2,1,0,3
1072,labeled,0,1,0,9,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,2,1,0,2
1073,labeled,0,1,0,4,266,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,2,1,2,1
1074,labeled,0,1,0,20,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,4,1,0,4
1075,labeled,0,1,0,2,-1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,2
1076,labeled,0,0,0,3,-1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1
1078,labeled,1,1,0,14,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,3
1079,labeled,0,0,1,9,-1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2
1080,labeled,0,1,0,20,-1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,2,1,0,2
1082,labeled,0,1,0,3,-1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,1
1083,labeled,0,1,0,18,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,2
1084,labeled,0,0,1,22,-1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,3
1085,labeled,0,0,0,27,148,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,2,0,3,4
1086,labeled,0,0,0,14,-1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,3
1087,labeled,0,1,0,6,-1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,4,1,0,2
1088,labeled,0,1,0,6,-1,0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,2,1,0,2
1090,labeled,0,1,0,2,-1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,2,1,0,3
1091,labeled,0,0,0,22,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,0,0,2
1092,labeled,0,0,0,30,-1,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3
1094,labeled,0,1,0,14,-1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,0,2
1095,labeled,0,1,0,14,174,7,1,3,1,3,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,1,0,2,1,1,2
1096,labeled,1,0,0,2,-1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,3,0,1
1097,labeled,0,0,0,13,-1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,3
1098,labeled,0,1,1,15,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,3
1099,labeled,0,0,0,16,-1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3
1100,labeled,0,1,1,6,-1,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,2,0,2
1101,labeled,0,0,0,3,-1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,4
1103,labeled,0,1,1,18,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,2,2,0,4
1104,labeled,0,0,0,2,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,3
1105,labeled,0,0,0,14,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,2,0,0,2
1106,labeled,0,0,0,13,93,1,1,3,0,2,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,1,2,0,3,4
1107,labeled,0,1,0,15,371,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,0,0,2,1,2,2
1108,labeled,0,1,0,26,-1,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,2
1109,labeled,0,1,0,16,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,3
1110,labeled,0,0,0,20,-1,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,4,0,0,4
1111,labeled,0,1,0,29,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,3
1112,labeled,0,0,1,8,-1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,2,1,0,3
1113,labeled,0,1,0,14,-1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,1,0,3
1114,labeled,0,0,1,28,-1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,1,0,3
1115,labeled,0,1,0,15,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,2
1117,labeled,0,0,0,20,-1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2
1119,labeled,0,1,0,29,183,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,2,1,2,1
1121,labeled,0,1,0,6,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,1,0,1
1123,labeled,0,1,0,18,-1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,4
1124,labeled,0,1,0,12,363,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,1,2,2
1125,labeled,0,1,0,3,-1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,1,0,1
1126,labeled,0,0,0,6,-1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,2
1128,labeled,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,3
1131,labeled,0,1,0,5,195,8,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,3,1,3,1
1132,labeled,0,0,0,13,-1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,3,0,0,3
1135,labeled,0,0,0,15,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,3
1136,labeled,0,1,1,4,-1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,2
1137,labeled,0,0,0,21,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,4
1138,labeled,0,1,0,20,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,1,0,2
1139,labeled,0,1,0,2,-1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,1,0,2
1141,labeled,0,1,0,4,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,3
1142,labeled,0,1,0,19,-1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,2
1144,labeled,0,0,0,19,-1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,4,0,0,4
1145,labeled,0,1,0,4,90,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,2,1,1,2
1146,labeled,0,0,0,17,183,2,1,2,0,2,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,1,2,0,3,3
1148,labeled,0,1,0,20,183,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,1,0,0,2,1,2,4
1149,labeled,0,0,0,26,-1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,2,0,0,2
1151,labeled,0,1,0,27,-1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,3,1,0,2
1153,labeled,0,0,0,28,-1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,0,1
1154,labeled,0,0,0,18,-1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,3
1155,labeled,0,1,0,15,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,3
1156,labeled,0,0,0,6,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,3
1157,labeled,0,1,1,13,370,4,1,2,1,3,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,3,2,2,2
1158,labeled,0,1,0,3,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,1,0,2
1159,labeled,0,1,0,26,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,2
1160,labeled,0,1,0,23,-1,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,1,0,3
1161,labeled,0,0,0,14,-1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,3
1162,labeled,0,0,1,21,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,4
1165,labeled,0,1,0,9,-1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,0,3
1166,labeled,0,1,0,14,-1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,3
1167,labeled,0,1,0,18,-1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,3
1168,labeled,0,1,0,2,180,2,1,3,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,3,1,2,3
1169,labeled,0,0,0,25,-1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,0,0,3
1170,labeled,0,1,0,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,3
1172,labeled,0,1,0,27,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,1,1,0,2
1174,labeled,0,1,0,28,122,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,1,0,0,4,1,2,4
1175,labeled,0,0,1,28,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,1,0,2
1176,labeled,0,0,0,15,184,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,3,0,3,3
1177,labeled,0,1,0,13,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,4,1,0,3
1178,labeled,0,1,0,30,169,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,3,1,3,2
1179,labeled,0,0,0,9,462,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,4,0,2,4
1181,labeled,0,0,0,25,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,3,0,0,3
1182,labeled,0,1,0,13,-1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,2,1,0,2
1183,labeled,0,1,0,17,-1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,4,1,0,2
1184,labeled,0,1,0,31,-1,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4,1,0,3
1185,labeled,0,0,1,21,-1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,1,0,4
1186,labeled,0,0,0,22,59,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,2,0,2,2
1188,labeled,0,1,0,11,357,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,3,1,2,2
1189,labeled,0,0,0,8,-1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,0,0,3
1190,labeled,0,1,0,21,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,2,1,0,2
1191,labeled,0,1,0,3,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,1,0,0,0,2,1,0,2
1192,labeled,0,0,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,3
1193,labeled,0,1,0,5,-1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,3,1,0,2
1195,labeled,0,1,0,27,92,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,3,1
1196,labeled,0,1,0,30,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,1,0,3
1197,labeled,0,0,0,20,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,0,3
1198,labeled,0,1,0,20,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,3,1,0,4
1199,labeled,0,0,0,28,-1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
1200,labeled,0,1,0,31,-1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,2,1,0,3
1201,labeled,0,1,0,21,-1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,1,0,3
1202,labeled,0,1,0,14,363,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,1,0,2,1,1,2
1203,labeled,0,1,1,14,-1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,2,0,3
1204,labeled,0,0,0,20,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
1205,labeled,0,1,0,18,179,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,1,0,0,3,1,2,4
1208,labeled,0,1,0,28,-1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
1209,labeled,0,0,0,29,-1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,3
1210,labeled,0,0,0,15,-1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,3,0,0,2
1211,labeled,0,1,0,15,-1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,2,1,0,2
1214,labeled,0,1,1,30,266,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,4,2,2,1
1215,labeled,0,1,0,12,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,1,0,2
1216,labeled,0,1,0,2,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,2
1217,labeled,0,1,0,19,-1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,4,1,0,4
1218,labeled,0,1,1,26,172,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,1,2,2,3
1219,labeled,0,0,1,10,-1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,3
1220,labeled,0,0,0,20,-1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,2
1221,labeled,0,0,0,30,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,2,0,1,1
1223,labeled,0,0,0,15,311,4,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,3,2
1224,labeled,0,1,0,23,-1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
1225,labeled,0,1,0,13,370,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,1,2,2
1227,labeled,0,1,0,14,-1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,2,1,0,2
1228,labeled,0,1,0,20,-1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,1,0,2
1229,labeled,0,0,0,26,-1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,0,0,3
1231,labeled,0,1,0,11,-1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,1,0,3
1232,labeled,0,0,0,5,-1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,1
1233,labeled,0,0,0,19,-1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,4
1234,labeled,0,1,0,28,-1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,3
1236,labeled,0,1,0,12,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,2,1,0,3
1237,labeled,0,0,1,8,-1,0,1,2,0,3,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,2,1,0,3
1238,labeled,0,1,1,12,330,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,1,2
1239,labeled,0,1,0,20,-1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
1242,labeled,0,1,0,17,172,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,1,0,0,2,1,2,4
1243,labeled,0,1,0,7,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,1,0,2
1244,labeled,0,0,0,26,-1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,0,0,3
1245,labeled,0,1,0,4,-1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,3,1,0,2
1246,labeled,0,0,0,24,-1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1
1247,labeled,0,1,0,13,173,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,3,1,2,2
1248,labeled,0,1,0,22,-1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,3
1249,labeled,0,1,0,2,-1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,4,1,0,2
1250,labeled,1,0,1,6,-1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,3,0,2
1251,labeled,0,1,0,6,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,2,1,0,2
1252,labeled,0,0,1,9,-1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,1,0,3
1253,labeled,0,0,1,18,173,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,2,1,2,4
1254,labeled,0,1,0,9,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
1255,labeled,0,1,0,16,-1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,2
1256,labeled,0,0,0,7,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,2,0,0,2
1257,labeled,0,1,0,4,-1,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,1,1,0,2
1258,labeled,0,1,0,26,-1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,3
1259,labeled,0,0,0,6,-1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,3
1260,labeled,0,0,1,16,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,0,0,0,2,1,0,2
1261,labeled,0,1,0,12,-1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,2
